title,company,compensation,employment_type,location,posted_date,description,experience_level,post_id,contact_info,url,label
$1400 - $1525 starting salary! -- home every weekend -- 4 weeks of pto,,compensation:,contract,60-62 Franklin Avenue,2025-04-11T17:01:01-0400,,,7841710864,,https://rochester.craigslist.org/trp/d/dunkirk-starting-salary-home-every/7841710864.html,0
line cooks,,compensation:,contract,3939 E Henrietta Rd,2025-04-11T17:27:08-0400,"fireside grill is looking to add to our kitchen team. line cook -part-time position 2-3 dinner/ closing shifts- 4pm-midnight requirements: * prior experience required. * serve-safe food handler or manager certified. * create and prepare dinner features. * read and follow recipes, prepare menu items according to our specifications * set-up line and maintain inventory for the day * follow opening, closing check lists, including proper cleaning and sanitation equipment. * knife skills are expected for slicing, chopping, peeling, preparation of product * sauté &  grill station proficient. * clean as you go and maintain properly sanitized workstations, ensure compliance with food safety and handling policies and procedures * work in a fast paced, busy environment * be able to lift, move up to 50lbs * must be able continuously stand on feet for 8 consecutive hours during work shift. * follow direction and think ahead * work together as a team to give our guests the best fresh meal * prep menu items as needed * stock food items on line at end of shift * turn off , clean all equipment team-work is critical in the success and development of our team. we are open 7 days a week, closed on major holidays * respond with resume & phone number * come in and complete an application in person 3939 e. henrietta rd henrietta, ny 14467 * call 585-486-4611 to set up interview",,7841718128, | 585-486-4611,https://rochester.craigslist.org/fbh/d/henrietta-line-cooks/7841718128.html,1
regional class a drivers,,compensation:,contract,3111 S Winton Rd,2025-04-11T18:15:26-0400,"are you making $2500 per week or more and home some week nights and on weekends? we are growing again and need to add a few drivers our spots are limited and we are only looking for the best drivers. running mainly pa, va, md, de, nj, oh, ga, nc, sc, ma, ct, ri, vt, nh, me. hauling dry and temp controlled shipments. all equipment is assigned and well maintained. pay is 25% of gross paid holidays, 2 weeks paid vacation, paid medical after 90 days. if interested please call 585-303-2950",,7841731842, | 585-303-2950,https://rochester.craigslist.org/trp/d/rochester-regional-class-drivers/7841731842.html,1
local class a drivers needed,,compensation:,contract,3111 S Winton Rd,2025-04-11T18:16:43-0400,"currently hiring class a drivers for local days & nights running mainly new york and some parts of pennsylvania .  hauling dry van, reefer or flatbed. this is a full time year round position. will also have positions available for part time and weekend.  must have at least 1 year driving class a vehicles. call 585-303-2950",,7841732189, | 585-303-2950,https://rochester.craigslist.org/trp/d/rochester-local-class-drivers-needed/7841732189.html,1
heavy duty truck & trailer mechanic,,"{""hiringOrganization"":{""@type"":""Organization"",""name"":""Nordic Logistics, LLC.""},""datePosted"":""2025-04-11T22:18:54+0000"",""@type"":""JobPosting"",""validThrough"":""2025-05-11"",""jobLocation"":{""address"":{""addressLocality"":""Rochester"",""addressCountry"":""US"",""postalCode"":""14623"",""@type"":""PostalAddress"",""streetAddress"":""3111 S Winton Rd"",""addressRegion"":""NY""},""geo"":{""latitude"":""43.083400"",""longitude"":""-77.634400"",""@type"":""GeoCoordinates""},""@type"":""Place""},""description"":""Nordic Truck And Trailer is currently looking for a truck and trailer mechanic to work on class 8 tractors and trailers. Must have experience working on trucks and trailers must have own tools, we provide plenty of support tools and equipment. Starting pay is $30-$40 per hour based on experience. 2 weeks paid vacation paid holidays and paid medical after 90 days. Start immediately limited position looking for the right guy that’s looking to retire from company not looking for job hoppers.<br>\n"",""employmentType"":""FULL_TIME"",""title"":""Heavy Duty Truck Trailer Mechanic"",""@context"":""http://schema.org""}",contract,3111 S Winton Rd,2025-04-11T18:18:54-0400,"nordic truck and trailer is currently looking for a truck and trailer mechanic to work on class 8 tractors and trailers. must have experience working on trucks and trailers must have own tools, we provide plenty of support tools and equipment. starting pay is $30-$40 per hour based on experience. 2 weeks paid vacation paid holidays and paid medical after 90 days. start immediately limited position looking for the right guy that’s looking to retire from company not looking for job hoppers.",,7841732705,,https://rochester.craigslist.org/trp/d/rochester-heavy-duty-truck-trailer/7841732705.html,1
dishwashers,,compensation:,contract,3670 lake rd near 104 and 19,2025-04-11T21:10:16-0400,full-time/part time,,7841768845,,https://rochester.craigslist.org/fbh/d/clarkson-dishwashers/7841768845.html,0
nights janitor/cleaner downtown,,compensation:,contract,Jefferson Road near Winton Road,2025-04-11T21:13:42-0400,west main st. downtown rochester: general office cleaning. monday through friday start at 5:00 p.m. 13 hrs. per. week. $16.75 per hr. some experience necessary. this is on a bus line. we do not pay under the table.,,7841769380,,https://rochester.craigslist.org/lab/d/rochester-nights-janitor-cleaner/7841769380.html,0
class c delivery driver- rochester- part time- $32/hr,,compensation:,contract,,2025-04-11T23:00:08-0400,,,7841783759,,https://rochester.craigslist.org/trp/d/rochester-class-delivery-driver/7841783759.html,0
winfield grill hiring - line cook,,"{""validThrough"":""2025-05-12"",""title"":""Line Cook"",""@type"":""JobPosting"",""description"":""Busy restaurant looking to hire a line cook. This is a full time position.<br>\n<br>\nExperience is always a plus and pay is competitive<br>\n <br>\nTraining and opportunities for advancement available!<br>\n<br>\nOpen Tuesday through Saturday, so you'll have 2 consecutive days off.<br>\n<br>\nAttach your resume with a valid contact number<br>\n<br>\nOr stop by before 11am or after 3pm please<br>\n<br>\nWe are a family oriented restaurant, and we hope you'll join our family!<br>\n"",""hiringOrganization"":{""name"":""The Winfield Grill"",""@type"":""Organization""},""employmentType"":""FULL_TIME"",""datePosted"":""2025-04-12T12:30:33+0000"",""@context"":""http://schema.org"",""jobLocation"":{""geo"":{""latitude"":""43.174000"",""longitude"":""-77.563700"",""@type"":""GeoCoordinates""},""address"":{""addressLocality"":""Rochester"",""postalCode"":""14609"",""addressRegion"":""NY"",""@type"":""PostalAddress"",""streetAddress"":"""",""addressCountry"":""US""},""@type"":""Place""}}",contract,,2025-04-12T08:30:33-0400,"busy restaurant looking to hire a line cook. this is a full time position. experience is always a plus and pay is competitive training and opportunities for advancement available! open tuesday through saturday, so you'll have 2 consecutive days off. attach your resume with a valid contact number or stop by before 11am or after 3pm please we are a family oriented restaurant, and we hope you'll join our family!",,7841821054,,https://rochester.craigslist.org/fbh/d/rochester-winfield-grill-hiring-line/7841821054.html,1
hiring cooks/line cooks for family restaurant,,compensation:,contract,Buffalo road,2025-04-12T10:35:48-0400,"looking to hire cooks for high volume diner/restaurant mainly evening shifts tuesday, wednesday, thursday, friday and saturday with possible days during the week and weekends as well. pay negotiable. competitive salary must have experience working in a diner/family restaurant setting for over 2 years do not apply if you have not worked in high volume.  hours and days negotiable based on experience",,7841845953,,https://rochester.craigslist.org/fbh/d/rochester-hiring-cooks-line-cooks-for/7841845953.html,1
70 cpm! $2000 top weeks! $1k bonus! recruiters available today!,,compensation:,contract,,2025-04-12T12:00:54-0400,,,7841869155,,https://rochester.craigslist.org/trp/d/rochester-70-cpm-2000-top-weeks-1k/7841869155.html,0
concrete finisher wanted,,compensation:,contract,,2025-04-12T16:34:33-0400,"looking for a skilled mason to work on residential and commercial projects. 40 hours a week minimum, all tools provided, other benefits offered after a seasoning period. (cell phone, gas, possible retirement savings match)",,7841953685,,https://rochester.craigslist.org/trd/d/brockport-concrete-finisher-wanted/7841953685.html,0
bob’s diner host/hostess,,compensation:,contract,2199 East Henrietta rd,2025-04-12T16:55:17-0400,"bob’s diner is looking for a host/hostess for a fast paced family diner. duties include seating and cashing out customers, bussing tables, answering phone and taking takeout orders. pay is minimum wage plus any takeout tips. please fill out an application in person 2199 east henrietta rd 8am-2pm daily no phone calls",,7841959257,,https://rochester.craigslist.org/fbh/d/rochester-bobs-diner-host-hostess/7841959257.html,1
window and door installer /helper,,compensation:,contract,,2025-04-12T19:17:56-0400,local construction company looking for skilled window and door installer and installation helper. must have own transportation and basic hand tools. experience preferred but will train the right person.,,7841991662,,https://rochester.craigslist.org/trd/d/rochester-window-and-door-installer/7841991662.html,0
mover/part time,,compensation:,contract,,2025-04-13T12:33:02-0400,part-time mover $19 hr plus tips. help load truck. heavy lifting. start location will be in pittsford area. need reliable transportation. please text a brief employment history to 716-432-0354 .,,7842103943, | 716-432-0354,https://rochester.craigslist.org/lab/d/east-rochester-mover-part-time/7842103943.html,1
caregiver needed. am & pm,,compensation:,contract,,2025-04-13T15:54:55-0400,need. caregiver for 93 year old father. mind is great and sharp as a tac. very easy going. needs assitance in the am coming down stairs and evening going up stairs. light supervision. good job for extra cash. call with details and rate.,,7842154749,,https://rochester.craigslist.org/hea/d/batavia-caregiver-needed-am-pm/7842154749.html,0
volunteers needed at mockingbird farm sanctuary,,compensation:,contract,5978 Upper Holley Rd,2025-04-13T17:12:26-0400,"we are expanding our team of volunteers! our mission at mockingbird farm sanctuary is to provide lifetime sanctuary to farmed animals with donations solely benefiting direct animal care. we believe in treating all beings with compassion and respect, and we strive to promote a cruelty-free lifestyle. we have daily, monthly, and special event volunteer opportunities that are always available. anyone is welcome and encouraged to apply. mockingbird farm sanctuary has been a place of refuge for farm animals since its inception in 2015. our journey is fueled by the desire to create a world where every animal is valued and protected. we rescue abused, surrendered and/or neglected farmed animals and provide community resources for living a compassionate lifestyle. no prior farm experience is required, but any animal caretaking knowledge and farm related skills are helpful. all volunteers are trained and provided with any support needed. please email us for more information. the following questions help us find the best schedule and placement at the sanctuary. have you ever volunteered at an animal sanctuary before? do you have large animal experience? what is your availability for volunteering? do you have reliable transportation? how did you find mockingbird and why would you like to volunteer? ​ ein: 821517678 - established in 2015  - 501(c)3 granted in 2017 thank you!",,7842172950,,https://rochester.craigslist.org/npo/d/byron-volunteers-needed-at-mockingbird/7842172950.html,1
bartender,,compensation:,contract,109 East Avenue near Gibbs St.,2025-04-13T20:03:58-0400,temple bar & grille is looking for strong & knowledgeable bartender with open availability for nights and weekends. include resume when responding to this post.,,7842206182,,https://rochester.craigslist.org/fbh/d/rochester-bartender/7842206182.html,0
better than free - paid cdl training!!,,compensation:,contract,,2025-04-13T20:28:02-0400,"we'll pay you while you get your cdl. if you qualify for our program, training to obtain your cdl is part of your job. once you have your cdl, you'll continue getting paid on the job training with a driver trainer (about 3 weeks). after you have your cdl, you'll continue your on-the-job training as a long-haul professional truck driver. from there, roehl drivers are making $70,000 or more a year. here's an overview of the get your cdl program: you'll be paid as you get your cdl in our three-week cdl training program. training is available in multiple locations. you are hired and paid as an employee on day 1. if you were to go to a cdl school, you would not get paid while you are training and you'd have to come up with the tuition for the school. we're a stable company that provides full benefits - we invest in you. get started on roehl.jobs if you contact roehl by email, please include your first name, last name, email address, phone number, zip code and if you already have class a cdl in your message so we can connect with you. you can also provide this information on our website. you can also call us at 715-591 7050, option 8, then option 2. keyword search: driving, transportation, drivers, cdla, cdl-a, class a, truckers, job, truck driver jobs, driving jobs near me, local truck driving jobs, best companies to drive for, salary, paid truck driver job, truck driving school, commercial learning permit, cdl training schedule, student truck driver jobs, paid cdl-a truck driver training, paid training benefits: health insurance, dental insurance, long-term disability (ltd), life insurance: basic & supplemental, short-term income protection, flexible spending accounts (fsas), 401(k) & profit-sharing contributions, vacation, holidays, voluntary benefits. see more about roehl transport's benefits by visiting",,7842211027, | 715-591 7050,https://rochester.craigslist.org/trp/d/rochester-better-than-free-paid-cdl/7842211027.html,1
1099 residential door estimator,,compensation:,contract,,2025-04-13T22:00:29-0400,"job title: 1099 residential door estimator location: rochester, ny employment type: independent contractor (1099) company overview: we are a growing home improvement and construction services provider specializing in residential door sales and installations throughout the general rochester, ny area. known for our attention to detail, and excellent customer service, we are looking for an experienced residential door estimator to join our team on a contract basis. position summary: we are seeking a detail-oriented and knowledgeable estimator to assess residential properties, take accurate measurements, and provide the appropriate details for replacements and installations. this is a 1099 contractor position with flexible scheduling and competitive compensation. responsibilities: travel to residential sites within the rochester surrounding area to assess door replacement or installation needs measure and evaluate openings to determine correct door sizes and materials prepare detailed and accurate project estimates, including addition materials needed collaborate with sales and installation teams to ensure accurate project scope as needed communicate professionally with homeowners to explain processes and answer questions maintain thorough documentation and follow-up as needed qualifications: proven experience in residential door estimating, installations, carpentry, or related field strong understanding of door types, materials, hardware, and installation practices ability to accurately measure and assess job sites excellent communication and customer service skills self-motivated, organized, and dependable valid driver’s license, auto insurance, and reliable transportation ability to pass a background check compensation: competitive pay (rate based on experience) flexible hours and autonomy in schedule to apply: please submit your resume and a brief introduction outlining your experience with residential door estimating. include your availability and contact information.",senior,7842224168,,https://rochester.craigslist.org/trd/d/rochester-1099-residential-door/7842224168.html,1
skilled trades mentorship program,,compensation:,contract,,2025-04-14T07:31:46-0400,"do you have base level experience in remodeling but want a career as a skilled trades expert? the pink rose mentorship is exactly what you are looking for! our service experts have top level experience in the industry, and they want to train you! that’s right! hands on, one on one, in-field experience with a professional! you won’t get forgotten about on a crew. you aren’t paying to go to school, we are paying you to train! and if you “graduate” you’ll become one of our service experts. they make $60,000 -$100,000 a year! our top earner in 2024 was $93,378 we focus on residential home improvement. small, one-person jobs involved in the skilled trades. plumbing electrical carpentry drywall painting carpentry (framing and trim) windows/doors flooring tile (flooring and backsplashes) “handyman” projects requirements: -some basic background or experience with remodeling/ skilled trades work. -valid & clean nys driver’s license -reliable transportation -be able to lift 50 ibs -high school graduate or have ged benefits include: ·	company phone ·	company uniform including shirts, pants, hats, sweatshirts and windbreaker ·	weekends off ·	no overnight travel ·	8 paid holidays including your birthday ·	paid sick time ·	401k matching after 6 months ·	referral bonus: $1,000 bonus if we hire a service expert you refer. pay is $15 per hour to start. you can also apply by going to our website, pink-rose.com/now-hiring thank you for your time.",,7842260362,,https://rochester.craigslist.org/trd/d/rochester-skilled-trades-mentorship/7842260362.html,1
quit your job and start your career. skilled handyman. $5000 sign-on!!,,compensation:,contract,,2025-04-14T07:32:20-0400,"highly established & rated company in rochester ny, looking to hire you. and right now we are offering a $5,000 sign-on bonus!! earning potential $60,000 - $100,000 per year. you will be paid based on performance. top earner in 2024: $93,378 we offer: ·	company van with a gas card ·	can drive van home if you live within a 35/mile radius of the office. ·	company phone ·	company uniform including shirts, pants, hats, sweatshirts and windbreaker ·	weekends off (overtime is available but never forced) ·	no overnight travel ·	8 paid holidays including your birthday ·	paid sick time ·	weekly and monthly bonus potential ·	paid training to learn our system and policies ·	tool allowance ·	lots of office support ·	company equipment can be borrowed. (ext. ladders, brake, power-washer, scaffolding) plus: ·	paid time off starting in the new calendar year ·	401k matching after 6 months ·	company credit card after first month ·	referral bonus: $1,000 bonus if we hire someone you refer. ·	hundreds of appointments and jobs throughout the year ·	use your full skill set!! not doing the same thing every single day! we complete smaller interior home improvement projects & repairs focused on the skilled trades. plumbing		electrical		drywall/painting		carpentry windows/doors	tile			flooring some jobs may be small (ex. changing a faucet, installing a ceiling fan, patching a drywall hole.) other jobs may be more involved or a punch list of different tasks to be completed. you will be dispatched to individual appointments, provide a quote for the work and complete each job sold. (paid training provided to understand our pricing!) the office handles all the scheduling and back-office support that way you can focus on what you’re good at; helping homeowners and using your craft. no whole house jobs. no new construction or new builds no major projects: decks, sunrooms, complete kitchen remodels, complete bathroom remodels, additions, roof tear offs. no crews. you will work by yourself on your own jobs! requirements: ·	you need to have professional experience, 5 years minimum in most the skilled trades. ·	your own tools (basic hand tools, power tools.) ·	ability to have customer interaction. ·	clean and valid new york state driver’s license. ·	not a position for beginners, diy’ers, or apprentices. (we do have a mentorship program) ·	full-time, year-round requirement (40 hours/week, weekends off) ·	no subcontractors. ·	no under the table pay. ·	no riff raff. clean company = clean techs ·	you must be smart and be able to problem solve and critically think through certain jobs. we can’t wait to talk further with you. respond with your phone # and brief work history or resume. check out our website to learn more about us:	pink-rose.com",,7842260397,,https://rochester.craigslist.org/trd/d/rochester-quit-your-job-and-start-your/7842260397.html,1
bathroom installer. $5000 sign-on bonus!!,,compensation:,contract,,2025-04-14T07:32:42-0400,"highly established & rated company looking to hire you. and right now, we have a $5000 sign-on bonus!! earning potential $60,000 - $80,000per year. you will be paid based on performance. we offer: ·	company van with a gas card ·	can drive van home if you live with 35/mile radius of the office. ·	company phone ·	company uniform including shirts, pants, hats, sweatshirts and windbreaker ·	weekends off ·	no overnight travel ·	8 paid holidays including your birthday ·	paid sick time ·	weekly and monthly bonus potential ·	paid training to learn our system and policies ·	tool allowance ·	lots of office support ·	company equipment can be borrowed. (ext. ladders, brake, power-washer, scaffolding) plus: ·	paid time off starting in the new calendar year ·	401k matching after 6 months ·	company credit card after first month ·	referral bonus: $1,000 bonus if we hire someone you refer. ·	scheduling is all taken care of by the office. we only remodel existing bathrooms. no closet to bathroom conversions, no jobs involved with moving the plumbing locations. jobs include demo existing fixtures and tub/shower, installing a new tub/shower pan & surround, installing a new floor, painting, installing a vanity and toilet, installing new trim, installing a new vent fan & vanity light fixture and more.  we do a lot of tile surrounds and floors. these jobs are one person jobs. a helper is available on occasions. the office handles all the scheduling and back-office support that way you can focus on what you’re good at; helping homeowners and using your craft. requirements: you need to have professional experience, 5 years minimum in most the skilled trades. you need to be proficient with plumbing and the tub/shower installations.  we install either a fiberglass, glue up or tile surround and you need to be experienced with all types. plumbing		electrical		drywall/painting		carpentry windows/doors	tile			flooring ·	your own tools (everything to be able to remodel a bathroom.) ·	clean and valid new york state driver’s license. ·	not a position for beginners, diy’ers, or apprentices. (we do have a mentorship program) ·	full-time, year-round requirement (40 hours/week, weekends off) ·	no subcontractors. ·	no under the table pay. ·	no riff raff. clean company = clean installers ·	you must be smart and be able to problem solve and critically think through certain jobs we can’t wait to talk further with you. respond with your phone # and brief work history or resume. check out our website to learn more about us:	pink-rose.com",senior,7842260434,,https://rochester.craigslist.org/trd/d/rochester-bathroom-installer-5000-sign/7842260434.html,1
janitor / cleaning,,compensation:,contract,,2025-04-14T08:43:59-0400,janitor / cleaning full - time day position warehouse cleaning monday thru friday 6:00am - 2:30pm $17.00/hr. call 716-854-0841 for more information and to place your name on the interview list.,,7842268719, | 716-854-0841,https://rochester.craigslist.org/lab/d/henrietta-janitor-cleaning/7842268719.html,1
"class a and b cdl drivers wanted local delivery albion, ny",,compensation:,contract,3854 Taylor Hill Rd,2025-04-14T09:41:55-0400,"job overview: growmark fs, llc located in albion, ny is seeking class a and class b qualified drivers immediately to join our team! most trucking occurs within 50 mile radius of albion, ny meaning home every night. applicant must have clean license. full time and part time positions available. we offer a benefit package for full time employees including medical, vacation, life insurance, and 401k company match! pay range is negotiable based on position and experience. please email your resume or apply in person. our office is located at 3854 taylor hill rd albion, ny 14411. you can also check out and apply through our website at . contact us today! principals only. recruiters, please don't contact this job poster.",,7842279843,,https://rochester.craigslist.org/trp/d/knowlesville-class-and-cdl-drivers/7842279843.html,1
construction site superintendent,,compensation:,contract,,2025-04-14T09:46:45-0400,"seeking experienced construction superintendent for commercial general contractor. must be able to supervise multiple onsite subcontractors daily. someone who has an understanding of construction and is able to read construction drawings/plans. some basic computer skills for reporting daily logs. strong communication and organization skills necessary. ability to professionally handle 3rd party inspections and code enforcement officers. capable of some physical work. must be able to follow a provided project schedule, keeping job on track/target. must have reliable transportation and valid drivers' license. salary based on experience and capabilities.",senior,7842280952,,https://rochester.craigslist.org/trd/d/ontario-center-construction-site/7842280952.html,1
cook,,compensation:,contract,,2025-04-14T10:33:18-0400,full time position for experienced cook for a busy restaurant- must have own transportation-available nights and weekends- please include a resume- pay rate based on experience-,senior,7842292920,,https://rochester.craigslist.org/fbh/d/rochester-cook/7842292920.html,0
line cook at neighborhood bar,,compensation:,contract,,2025-04-14T10:48:02-0400,"our well-regarded, small, and local establishment is seeking a reliable line cook to join our team. we value professionalism, dependability, and a strong work ethic. previous experience working solo in a high-paced kitchen environment is preferred. requirements: -experience working in a full-service kitchen. -demonstrated ability to work in a fast-paced kitchen. -consistent attendance and adherence to scheduled shifts. -must be servesafe certified or willing to obtain certification within 30 days of hire. -commitment to maintaining high food safety and hygiene standards and a clean work environment. -must have access to reliable transportation. -friendly guest communication. benefits: -a supportive work environment with a small, friendly team and reasonable management. -streamlined menu and kitchen setup. -up to 40 hours per week with additional opportunities to earn more. -opportunity to earn tips in addition to hourly wage! how to apply: -please respond with your resume and a brief description of your experience. we are looking for someone who is dedicated and reliable—a perfect fit for our kitchen team.",,7842296824,,https://rochester.craigslist.org/fbh/d/rochester-line-cook-at-neighborhood-bar/7842296824.html,1
boat / pwc mechanic,s,compensation:,contract,1070 Empire Blvd,2025-04-14T10:50:26-0400,"mcmillan marine is looking for experienced boat and pwc mechanics as well as new unit prep technicians in the marine field. *top pay, health care, 401k per qualification *experience with inboard/outboard, outboard, jet drive, and pwc helpful. *experience in the yamaha motorsports industry or jet drive industry helpful *yamaha outboard, yamaha jet drive, mercruiser, volvo dealer *certified mechanics a plus but all others considered. *must be dependable and customer conscious. *very large and clean shop environment. *on water location. *all levels of experience will be considered for various positions *job types: full-time, part-time",senior,7842297484,,https://rochester.craigslist.org/lab/d/rochester-boat-pwc-mechanics-wanted/7842297484.html,1
**attention pickup owners** be your own boss,,compensation:,contract,,2025-04-14T11:57:30-0400,"requirements: you must have access to a pickup truck with enough space to transport tanks to customers. responsibilities: pickup full tanks from local gas retailers to exchange them to our clients empty tanks. faq: what kind of deliveries will i be transporting? 20 lbs - 30 lbs - 100 lbs tanks what kind of gas is in the tanks? oxigen, co2, propane, he, nitrogen approved driver flash-box includes: polo shirt flas gas vehicle gadget everyone must apply mandatory via or call now 888-flash-15 option 2",,7842318418,,https://rochester.craigslist.org/lab/d/rochester-attention-pickup-owners-be/7842318418.html,1
home improvement sales position – seeking master closers,,compensation:,contract,,2025-04-14T12:10:58-0400,"home improvement sales position – seeking master closers $85,000 - $150,000 (base + commissions) long established company seeking motivated “in-home” representatives. salary positions & commission only positions available. requirements: -excellent communicator -“one call” closing ability -construction + home improvement knowledge is a plus, not required -previous home improvement sales is a plus, not required -financial/consumer lending understanding is a plus, not required. -technology knowledge. email, text, pictures, applications, etc. inclusions: -paid training & expenses -flexible hours -qualified leads -set, vetted, and confirmed leads -bonus opportunity -vertical career mobility available -major earning potential -representatives sell well-known product lines -no cold calling -retirement plans please email this post to discuss the interview process:: or visit/apply at our website --- homeownerfunding.org",,7842323473,,https://rochester.craigslist.org/sls/d/rochester-home-improvement-sales/7842323473.html,1
"☂️ immediate openings: nanny, babysitter, caregivers - flexible hours",,compensation:,contract,,2025-04-14T12:40:39-0400,<,,7842334445,,https://rochester.craigslist.org/edu/d/rochester-immediate-openings-nanny/7842334445.html,0
in-home health aid positions available,,compensation:,contract,Field Street near S. Clinton Avenue,2025-04-14T12:45:58-0400,"we are looking to hire a home health aid to take care of my elderly mother.  she is wheelchair bound with dementia.  she can stand and pivot with assistance.  duties include companionship, light house cleaning, meal prep, dressing assitance, bathing, transferring to bed/toilet/chair and driving her to appointments or the store.  taking care of feeding cat and cat litter.  most of her days are watching tv and reading the paper. she presents challenges with refusing to take meds, and changing her sanitary pants, so some one with patience would be required. pay is through the cdpap program which pays $18/hr with some benefits. hours available are sunday 3pm-9pm,",,7842336460,,https://rochester.craigslist.org/lab/d/rochester-in-home-health-aid-positions/7842336460.html,1
in-home health aid positions available,,compensation:,contract,Field Street near S. Clinton Avenue,2025-04-14T12:45:58-0400,"we are looking to hire a home health aid to take care of my elderly mother.  she is wheelchair bound with dementia.  she can stand and pivot with assistance.  duties include companionship, light house cleaning, meal prep, dressing assitance, bathing, transferring to bed/toilet/chair and driving her to appointments or the store.  taking care of feeding cat and cat litter.  most of her days are watching tv and reading the paper. she presents challenges with refusing to take meds, and changing her sanitary pants, so some one with patience would be required. pay is through the cdpap program which pays $18/hr with some benefits. hours available are sunday 3pm-9pm, and m-f 1pm - 9pm",,7842336462,,https://rochester.craigslist.org/hea/d/rochester-in-home-health-aid-positions/7842336462.html,1
lawncare,,compensation:,contract,,2025-04-14T13:51:47-0400,lawncare needed for property management company for 40+ houses in the city for the 2025 season. please contact us to discuss immediately.,,7842359747,,https://rochester.craigslist.org/lab/d/rochester-lawncare/7842359747.html,0
"bath  subcontractors needed in rochester, ny",,compensation:,contract,,2025-04-14T16:18:05-0400,"mad city is looking for experienced subcontractors in the rochester area! why partner with us? -earn up to 300k/year -year round work -paid training -flexible schedule requirements -3 years of remodeling, carpentry or construction experience -knowledge of residential baths and replacement windows -have an established business or llc -have general liability and workers comp interested in hearing more details about the opportunity? please call or text julie at 608-690-3744",senior,7842407579, | 608-690-3744,https://rochester.craigslist.org/trd/d/west-henrietta-bath-subcontractors/7842407579.html,1
cleaning contractor $25-30,,compensation:,contract,,2025-04-14T19:03:33-0400,immediate cleaning appointments available. looking for reliable cleaners to clean residentially. must pass a background check. call to go over details. *call/text 315-620-5431 or email office@citruscleanco.com,,7842452615,office@citruscleanco.com | 315-620-5431,https://rochester.craigslist.org/lab/d/rochester-cleaning-contractor-25-30/7842452615.html,0
cleaners needed,,compensation:,contract,federal dr near Oak Orchard rd,2025-04-14T20:49:15-0400,i need a cleaner in the batavia area to clean twice a week on tuesday and thursday very simple job will not take long. clean all year round. please if you are serious email me with your contact information.,,7842475405,,https://rochester.craigslist.org/lab/d/batavia-cleaners-needed/7842475405.html,0
jr and more landscaping and general jobs,,compensation:,contract,240 fyatt street,2025-04-14T21:59:33-0400,"offering landscaping and general jobs , i do jobs like junk removal and helping move furniture but my specialty is landscaping i offer a great price and good service, with 7 years of experience.",,7842486882,,https://rochester.craigslist.org/lab/d/palmyra-jr-and-more-landscaping-and/7842486882.html,0
line cooks/ prep cook & waitstaff,,compensation:,contract,,2025-04-15T07:45:53-0400,highland diner is looking for experienced line cooks/ prep cooks and servers/ hosts,senior,7842527786,,https://rochester.craigslist.org/fbh/d/rochester-line-cooks-prep-cook-waitstaff/7842527786.html,0
coutner person auto shop,,compensation:,contract,2151 E HENRIETTA RD near Calkins Rd.,2025-04-15T08:14:40-0400,counter person for high volume auto shop. call 585-233-2277 for details.,,7842531107, | 585-233-2277,https://rochester.craigslist.org/ofc/d/henrietta-coutner-person-auto-shop/7842531107.html,0
full time position - used car lot,,compensation:,contract,,2025-04-15T08:59:31-0400,"looking for someone to oversee sales/daily operations for a small 40-car dealership in spencerport. responsibilities include in-person sales, following up on leads, processing financing applications, and coordinating maintenance and repairs. previous experience in automotive sales or a related field helpful. proficiency in basic computer skills and a valid driver's license required. to express interest, reply to this email with your resume or qualifications, and contact information.",,7842538196,,https://rochester.craigslist.org/lab/d/spencerport-full-time-position-used-car/7842538196.html,1
used car sales,,compensation:,contract,,2025-04-15T08:59:48-0400,"looking for someone to oversee sales/daily operations for a small 40-car dealership in spencerport. responsibilities include in-person sales, following up on leads, processing financing applications, and coordinating maintenance and repairs. previous experience in automotive sales or a related field helpful. proficiency in basic computer skills and a valid driver's license required. to express interest, reply to this email with your resume or qualifications, and contact information.",,7842538246,,https://rochester.craigslist.org/sls/d/spencerport-used-car-sales/7842538246.html,1
cdl a truck driver - up to $100k or 70cpm,,compensation:,contract,,2025-04-15T09:52:16-0400,"itn express is looking for a cdl a truck driver to join our team. join us today and let's work together! compensation and benefits: ● up to 70 cpm (experience-based) ● performance bonus ● weekly pay ● home every weekend with regional runs ● flexible routing and scheduling ● no touch freight (load securement only) ● excellent customer service ● 24/7 dispatch support requirements: ● class a cdl license ● 1 year experience preferred (2 years is even better) if you have any questions, call us monday through saturday 7am-5pm at (413) 271-0111. thank you and we look forward to working with you! visit our website for more information or if you have questions! website: itnexpress.com **call/text: (413) 271-0111 (karina)",,7842549537, | (413) 271-0111,https://rochester.craigslist.org/trp/d/rochester-cdl-truck-driver-up-to-100k/7842549537.html,1
"auto detailer, $17 - $20+/hour, exp. preferred, great place to work!",,compensation:,contract,,2025-04-15T10:21:09-0400,,,7842556537,,https://rochester.craigslist.org/trd/d/rochester-auto-detailer-hour-exp/7842556537.html,0
window & door technician,,compensation:,contract,,2025-04-15T10:39:50-0400,"do you have 5 years experience with servicing and repairing replacement windows and doors? we may have an opportunity for you! we are looking for a full time worker, with reliable transportation and a clean drivers license. works well with others and is open to overtime hours as needed. please include resume or contact information when responding. we look forward to hearing from you!",,7842561473,,https://rochester.craigslist.org/trd/d/victor-window-door-technician/7842561473.html,1
