title,company,compensation,employment_type,location,posted_date,description,experience_level,post_id,contact_info,url
Cleaner Needed,,compensation:,contract,,2025-04-21T10:38:29-0400,"Part time evening cleaning position available in the Armory Area.  Workdays are Monday, Tuesday and Thursday evenings. 2.5 hours each night for a total of 7.5 hours per week. Looking for mature, reliable and responsible person. Will train. $17.50 per hour. Call Sharon @ 585-624-1432. No texts or emails please.",,7844004925, | 585-624-1432,https://rochester.craigslist.org/lab/d/rochester-cleaner-needed/7844004925.html
CDL Driver needed,,compensation:,contract,,2025-04-21T10:54:52-0400,CDL Driver needed compensation: N/A employment type: full-time job title: CDL driver Looking to hire an experienced long haul driver. Team or single driver Part time + Full time positions available Dedicated runs 60cents+ per All mile Dry and reefer loads 24/7 dispatch,senior,7844009512,,https://rochester.craigslist.org/trp/d/west-henrietta-cdl-driver-needed/7844009512.html
Painters wanted,,compensation:,contract,,2025-04-21T11:10:06-0400,Seeking motivated individuals for interior an exterior painting. This is a full time position with a growing company. We offer paid vacations and paid holidays. Interested applicants must have  valid driver's license and there own vehicle. Experience preferred but not required.,,7844014387,,https://rochester.craigslist.org/trd/d/rochester-painters-wanted/7844014387.html
Class A CDL with Tank Endorsement,,compensation:,contract,batavia elba townline rd near oak orchard rd,2025-04-21T11:25:50-0400,"Looking to be home daily, with a flexible schedule? No overnights and hourly pay? We can help! Hi-Vu Acres is looking to hire drivers, full time and/or part time. We are a small, family owned agricultural business near Batavia NY. We are a green disposal source for local food plants- we haul away their food waste by-products for multiple means of recycled disposal options. We are currently looking to hire a class A driver with tank endorsements for the Batavia/Oakfield area as we expand our operations. Driving for us allows you to be home daily (no overnights!), flexible schedules, and a weekly paycheck. Pay starts at $24/hour, so the more you want to work, the more you can earn! Benefits options are available for an individual or family, as well as paid vacation and sick time, and eventual IRA options. Qualified Candidates will have: Class A CDL with Tank Endorsement Minimum 1 year CDL driving experience Clean driving record Weekend availability Ability to operate a manual transmission Ability to handle a 3-4 inch hose to assist with loading/unloading A team player attitude! Candidates are subject to a pre-employment drug screening, per DOT Requirements. Contact us today for this great opportunity!! Email us, or call Amy at (585)356-7604.'",,7844019445, | (585)356-7604,https://rochester.craigslist.org/trp/d/batavia-class-cdl-with-tank-endorsement/7844019445.html
✅LEASE / RENT 💰 LOW AS $600❗️SAP FRIENDLY❗️📞,331,compensation:,contract,,2025-04-21T11:28:15-0400,,,7844020140,,https://rochester.craigslist.org/trp/d/willow-springs-lease-rent-low-as-600sap/7844020140.html
ALDI - Part-Time Store Cashier/Stocker,,compensation:,contract,,2025-04-21T11:46:03-0400,"APPLY NOW {GDPR};gdpr_consent=${GDPR_CONSENT_755}? Position Type: Part-Time Average Hours: Fewer than 30 hours per week Starting Wage: $19.50 per hour Wage Increases: Year 2 - $20.00 | Year 3 - $20.50 | Year 4 - $20.50 | Year 5 - $21.50 Duties and Responsibilities: Must be able to perform duties with or without reasonable accommodation. • Collaborates with team members and communicates relevant information to direct leader • Upholds the security and confidentiality of documents and data within area of responsibility • Other duties as assigned Cashier Responsibilities: • Processes customer purchases, performs general cleaning duties, stocks shelves and merchandise displays neatly • Provides exceptional customer service, assisting customers with their shopping experience • Provides feedback to management on all products, inventory losses, scanning errors, and general issues • Participates in taking store inventory counts according to guidelines and monitoring inventory for accuracy • Adheres to cash policies and procedures to minimize losses Stocker Responsibilities: • Stocks shelves and rotates product properly to guarantee fresh product is available for the customer • Follows merchandising planograms to create excellently merchandised displays • Organizes new inventory, removes and breaks down empty boxes • Operates machinery and follows all safety procedures Physical Demands: • Regularly required to sit, stand, bend, reach, push, pull, lift, carry, and walk about the store • Stocker: Ability to stock merchandise from store receiving to shelving; ability to place product, weighing up to 45 pounds, on shelving at various heights Qualifications: • You must be 18 years of age or older • Ability to provide prompt and courteous customer service • Ability to perform general cleaning duties to company standards • Ability to interpret and apply company policies and procedures • Excellent verbal communication skills • Ability to work both independently and within a team environment • Effective time management • Knowledge of products and services of the company • Cashier: Ability to operate a cash register efficiently and accurately • Cashier: Comply with state and local requirements for handling and selling alcoholic beverages • Stocker: Ability to operate equipment safely and properly, including electric/manual hand jack, floor scrubber, and cardboard baler • Stocker: ALDI Stockers must have morning availability to accommodate store operational responsibilities and be available to work morning shifts with start times as early as 5:00 a.m. Education and Experience: • High School Diploma or equivalent preferred • Prior work experience in a retail environment preferred • A combination of education and experience providing equivalent knowledge ALDI offers competitive wages and benefits, including: 401(k) Plan Company 401(k) Matching Contributions Employee Assistance Program (EAP) PerkSpot National Discount Program In addition, eligible employees are offered: Medical, Prescription, Dental & Vision Insurance Generous Vacation Time & 7 Paid Holidays Up to 6 Weeks Paid Parental Leave at 100% of pay Up to 2 Weeks Paid Caregiver Leave at 100% of pay Short and Long-Term Disability Insurance Life, Dependent Life and AD&D Insurance Voluntary Term Life Insurance ALDI is committed to equal opportunity for all employees and applicants. As a proud Equal Opportunity Employer (EOE), we do not discriminate based on race, color, national origin, ancestry, citizenship status, religion, sex, sexual stereotyping, sexual orientation, gender, gender identity, gender expression, age, marital status, mental or physical disability, medical condition, genetic information, military or veteran status, pregnancy (which includes pregnancy, childbirth, and medical conditions related to pregnancy, childbirth, or breastfeeding), or any other protected characteristic. Employment may be contingent upon ALDI's receipt of an acceptable and job-related drug test, motor vehicle report, and/or reference check, as applicable and permissible by law.",,7844025684,,https://rochester.craigslist.org/ret/d/rochester-aldi-part-time-store-cashier/7844025684.html
Driving Instructor,,compensation:,contract,1349 East Main Street,2025-04-21T12:18:18-0400,"If you enjoy working with people and driving, this could be the perfect job for you! Morgan School of Driving is the oldest and largest driving school in the area, offering comprehensive training to prepare you to teach others how to drive. We are currently seeking full-time employees who are available to work either Monday through Friday from 9 AM to 7 PM or Tuesday through Saturday from 8:30 AM to 4:30 PM. We offer flexible employment hours, and our benefits include health, dental, and retirement plans. **Requirements:** - Clean driving record (no tickets or suspensions for the past two years) - Age: 21 or older with at least two years of licensed driving experience - Education: High school diploma (GED) or higher **Success in this role requires the following skills:** 1. Patience 2. Reliability 3. Flexibility 4. Quick reflexes 5. A sense of humor 6. Ability to relate well to a diverse range of people 7. Good communication skills 8. High standards, as your instruction will significantly impact your students’ future safe driving If you are interested, please send your resume through this advertisement. If you are already a licensed driving instructor (MV-524), feel free to call or visit us.",,7844036932,,https://rochester.craigslist.org/ret/d/rochester-driving-instructor/7844036932.html
Driving Instructor,,compensation:,contract,1349 East Main Street,2025-04-21T12:24:33-0400,"If you enjoy working with people and driving, this could be the perfect job for you! Morgan School of Driving is the oldest and largest driving school in the area, and we offer comprehensive training to prepare you to teach others how to drive. We are currently seeking full-time employees who are available to work either Monday through Friday from 9 AM to 6 PM or Tuesday through Saturday from 8:30 AM to 4:30 PM. We offer flexible employment hours, and our benefits include health, dental, and retirement plans. **Requirements:** - Clean driving record (no tickets or suspensions for the past two years) - Age: 21 or older with at least two years of licensed driving experience - Education: High school diploma (GED) or higher **Success in this role requires the following skills:** 1. Patience 2. Reliability 3. Flexibility 4. Quick reflexes 5. A sense of humor 6. Ability to relate well to a diverse range of people 7. Good communication skills 8. High standards, as your instruction will significantly impact your students’ future safe driving If you are interested, please send your resume through this advertisement. If you are already a licensed driving instructor (MV-524), feel free to call or visit us.",,7844039196,,https://rochester.craigslist.org/lab/d/rochester-driving-instructor/7844039196.html
Driving Instructor,,compensation:,contract,1349 East Main Street,2025-04-21T12:25:48-0400,"If you enjoy working with people and driving, this could be the perfect job for you! Morgan School of Driving is the oldest and largest driving school in the area, and we offer comprehensive training to prepare you to teach others how to drive. We are currently seeking full-time employees who are available to work either Monday through Friday from 9 AM to 7 PM or Tuesday through Saturday from 8:30 AM to 4:30 PM. We offer flexible employment hours, and our benefits include health, dental, and retirement plans. **Requirements:** - Clean driving record (no tickets or suspensions for the past two years) - Age: 21 or older with at least two years of licensed driving experience - Education: High school diploma (GED) or higher **Success in this role requires the following skills:** 1. Patience 2. Reliability 3. Flexibility 4. Quick reflexes 5. A sense of humor 6. Ability to relate well to a diverse range of people 7. Good communication skills 8. High standards, as your instruction will significantly impact your students’ future safe driving If you are interested, please send your resume through this advertisement. If you are already a licensed driving instructor (MV-524), feel free to call or visit us.",,7844039673,,https://rochester.craigslist.org/csr/d/rochester-driving-instructor/7844039673.html
Driving Instructor,,compensation:,contract,1349 East Main Street,2025-04-21T12:29:54-0400,"If you enjoy working with people and driving, this could be your perfect job! Morgan School of Driving is the oldest and largest driving school in the area, and we offer comprehensive training to prepare you to teach others how to drive. We are seeking full-time employees available to work either Monday through Friday from 9 AM to 7 PM or Tuesday through Saturday from 8:30 AM to 4:30 PM. We offer flexible employment hours, and our benefits include health, dental, and retirement plans. **Requirements:** - Clean driving record (no tickets or suspensions for the past two years) - Age: 21 or older with at least two years of licensed driving experience - Education: High school diploma (GED) or higher **Success in this role requires the following skills:** 1. Patience 2. Reliability 3. Flexibility 4. Quick reflexes 5. A sense of humor 6. Ability to relate well to a diverse range of people 7. Good communication skills 8. High standards, as your instruction will significantly impact your students’ future safe driving If you are interested, please send your resume through this advertisement. If you are already a licensed driving instructor (MV-524), please call or visit us.",,7844041146,,https://rochester.craigslist.org/trp/d/rochester-driving-instructor/7844041146.html
Carpenter - Remodeler $25 per hour CASH,,compensation:,contract,,2025-04-21T13:22:34-0400,"Professional Home Improvement Company looking for good natured, respectful and diligent person to work with Team in remodeling Kitchens, Basements and Homes. Tasks to include framing, hanging doors and cabinets, hanging drywall, trim carpentry, misc. TRANSPORTATION NECESSARY. Hand tools necessary and basic power tools required. TONS OF WORK! FULL TIME WORK, FUN ENVIRONMENT! Ask for Gary 585-748-6001",,7844061158, | 585-748-6001,https://rochester.craigslist.org/trd/d/east-williamson-carpenter-remodeler-25/7844061158.html
CONNECTING HANDYMEN WITH CUSTOMERS - Paid Weekly,,compensation:,contract,,2025-04-21T13:56:08-0400,,,7844073169,,https://rochester.craigslist.org/lab/d/glen-allen-connecting-handymen-with/7844073169.html
► Freelance Writer Wanted - Pay $100 per article,Remote OK,compensation:,contract,,2025-04-21T14:38:32-0400,"We're now hiring a freelance writer to create blog posts, articles and website content. Work can be completed on a flexible schedule based on freelancer availability, however, deadlines may be provided. Content needed will vary in genre/topic but will usually be based around websites for small businesses and organizations. Rate of pay is $20 per 100 words (this comes out to approximately $100 per article). If interested, please apply at",,7844087401,,https://rochester.craigslist.org/wri/d/freelance-writer-wanted-pay-100-per/7844087401.html
Are You the Auto Tech We’ve Been Searching For? Come Join Us!,,compensation:,contract,507 Ridge Rd. West near Eastman Ave.,2025-04-21T16:00:38-0400,"f you’re passionate about cars, enjoy solving tricky problems, and want to work in a place that values your skills, you’ve found the right ad. We're Independence Car Care Center, a shop where auto technicians don’t just work on cars — they thrive. And we’re looking for a talented auto technician to bring their expertise to our team. Why We’re Different: We’re not your typical auto shop. We believe in work that feels like craftsmanship, not just “fixing things.” If you’ve got the skills, we’ve got the culture — an upbeat, no-drama environment where you’ll have the freedom to grow and do what you do best. What You’ll Be Doing: Diagnosing and repairing everything from everyday vehicles to some serious head-turners (yes, we work on those, too) Handling diagnostics, maintenance, and repairs with precision and care Teaming up with others for a smoother workflow (we don’t believe in working in a bubble) Keeping customers in the loop with clear, honest communication We’re Looking for Someone Who: Has at least 5 years of experience (ASE certification is great but not a dealbreaker) Has a valid NY State Inspectors License Is detail-oriented and loves solving complex issues Has their own tools and a valid driver’s license Thrives in a team atmosphere and has a positive, can-do attitude Is excited to bring their knowledge to a place that appreciates them What’s In It for You: Pay that rewards your skills — we know a great technician is worth their weight in gold Flexible hours and paid time off (because life happens) Health & Dental insurance (we’ve got your back!) IRA with company match (We believe that you'll want to retire some day) Ongoing training and development (we want you to grow with us) Option of a 4 day work week (We have lives too!) A fun, clean shop where no two days are the same Ready to Make a Real Impact? We’re ready to meet you. Send your resume to Independence or drop by our shop at 507 W. Ridge Rd.  to chat. We’re all about the right fit — so come tell us how you’ll fit into our crew. Keywords: Auto Technician/Automotive Mechanic /Automotive Technician / Auto Mechanic / Technician / A Tech / Car Mechanic / B Technician / Auto Tech / Rochester/ NY / Jobs / Help Wanted / Matco / Cornwell / Snap-on / Snap On / Tools / Used Tools / Wrench / Tool Box / Impact Gun / Ratchet /Discount Tools / Auto Tools / Diag Tool / Tester / Scanner / Code Reader / Meter / Diagnostic Scanner",,7844113961,,https://rochester.craigslist.org/trd/d/rochester-are-you-the-auto-tech-weve/7844113961.html
Horse Farm,,compensation:,contract,,2025-04-21T16:12:56-0400,"Groom/ Assistant Groom Turn out Stalls, etc Weekends; FT available Opportunity to ride if qualified. Opportunity to board in trade.",,7844117952,,https://rochester.craigslist.org/etc/d/honeoye-falls-horse-farm/7844117952.html
Outside Sales Representative,665,compensation:,contract,,2025-04-21T17:37:49-0400,,,7844143099,,https://rochester.craigslist.org/sls/d/shortsville-outside-sales/7844143099.html
Small Sandwich Shop,,compensation:,contract,,2025-04-21T18:01:28-0400,"Seeking full or part time. Duties include meat and fresh veggie prep, baking bread, customer service, inventory, putting away food delivery, cleaning. Multi tasking, occasional online training, friendly personality. This is a permanent position that can evolve into a bigger position, if desired. All training provided. Would prefer someone with previous food experience or customer service experience. Email a short work bio or resume.",,7844149925,,https://rochester.craigslist.org/fbh/d/penfield-small-sandwich-shop/7844149925.html
multi trade employment,,compensation:,contract,,2025-04-21T18:15:33-0400,"Multi trade employment. Carpentry, Windows, Masonry, Siding, cleanup, stripping, ect.  We build sunrooms, install windows, doors, masonry, and general home improvements. People with any addiction issues or attitudes need not apply. Honest, clean, well spoken, hard working people only. If this is you please call 585-524-7333",,7844153518, | 585-524-7333,https://rochester.craigslist.org/trd/d/webster-multi-trade-employment/7844153518.html
framer carpenter self employed,,compensation:,contract,,2025-04-21T18:30:23-0400,"Framer Carpenter needed from time to time to frame sunrooms, additions and other projects, must have Comp and Liability insurance. You must be self employed, Payment by the job. please call 585-524-7333",,7844156933, | 585-524-7333,https://rochester.craigslist.org/trd/d/webster-framer-carpenter-self-employed/7844156933.html
Masonry guy needed,,compensation:,contract,,2025-04-21T18:37:41-0400,"Mason needed for smaller projects from time to time, we currently need six 24inch by 24 inch piers dug 42 inch deep and poured with bag concrete and brought up with 16 inch chimney block to grade level, town inspection will be required.  This can be done next week, give me a price. please call 585-524-7333",,7844158674, | 585-524-7333,https://rochester.craigslist.org/trd/d/webster-masonry-guy-needed/7844158674.html
Kitchen Cabinet Installer,,compensation:,contract,,2025-04-22T06:15:07-0400,"Nationwide Kitchen Installers Inc. is looking for new members to join our team! Let us feed you the work. As times become irregular, we will still have work. We work with manufacturers, big box, independent showrooms, builders, developers & retail. We cover PA, DE, WV, OH, MD, NJ and NY. LOOKING TO COVER THE FOLLOWING AREAS IN NEW YORK:  Rochester, Buffalo, Jamestown, Watertown, Syracuse, Utica, Albany, Glens Falls, Kingston, Monticello, Middletown, Monroe RESPONSES: EMAIL RESUME VIA RETURN EMAIL. Independent kitchen cabinet installers (Cabinet installations, Cabinet Refacing, Tile Backsplashes & Custom Closet Installations) Minimum 3 years’ experience Installers should be proficient in fully assembled cabinet installation as well as completing assembly with RTA(ready to assemble) cabinets. • Licensed & insured in your state • Must pass background check, have your own vehicle & tools • All work is contract • Earning potential from $100,000 - $200,000+ Principals only. Recruiters, please don't contact this job poster.",,7844235669,,https://rochester.craigslist.org/trd/d/rochester-kitchen-cabinet-installer/7844235669.html
Lawnmowing & Landscape,,compensation:,contract,,2025-04-22T06:58:16-0400,Local landscape company looking to add team members to our crew. Professional experience with a clean drivers license necessary to work on lawn mowing and property maintenance. Opportunity to continue into winter snow plowing. $16-$22 Email to reply,,7844238275,,https://rochester.craigslist.org/lab/d/canandaigua-lawnmowing-landscape/7844238275.html
Landscape Laborer – Desired start date 5/1/2025,,compensation:,contract,975 Jefferson Road,2025-04-22T08:00:56-0400,"Lilac Real Estate Services is hiring for a Landscape Laborer to join our growing team.  This is a full-time opportunity at $18-$23 from May to November an hour based on experience level. Job responsibilities include lawn mowing, mulching, trimming, power washing and other duties at various businesses and residential homes and commercial properties. Ability/experience in Landscape design (Planting Flowers/Shrubbery) is a plus. Experience is desirable but we offer quality on the job training to motivated individuals who want to join our team.    join our team. Please email sutton@lilacrealestateservices.com for immediate consideration. Lilac Real Estate Services is an Equal Opportunity Employer located at 975 Jefferson Road, Rochester, NY  14623.",,7844244265,sutton@lilacrealestateservices.com,https://rochester.craigslist.org/lab/d/rochester-landscape-laborer-desired/7844244265.html
Dishwasher/line cooks,,compensation:,contract,17 liftbridge lane,2025-04-22T09:04:33-0400,We are currently looking for a dishwasher and a line cook to join our team for our busy summer season you can call and or text,,7844253402,,https://rochester.craigslist.org/fbh/d/fairport-dishwasher-line-cooks/7844253402.html
Looking for Servers and Expo/Garde manger!,,compensation:,contract,Marshall St near Monroe,2025-04-22T11:06:48-0400,"Looking for friendly, driven, hard working people with nights and weekend availability to join our team as dishwashers and servers. Experience preferred but not required. The Owl House specialists in fresh, made from scratch new American food and inventive craft cocktails. Our team values creativity and thoughtful offerings while emphasizing collaboration and teamwork. Base pay $15 an hour plus tips (typically adds $6-10/hr!). Benefits include health insurance, PTO, paid sick time and retirement match! Check out the full job descriptions here: owlhouserochester.com/careers",,7844284361,,https://rochester.craigslist.org/fbh/d/rochester-looking-for-servers-and-expo/7844284361.html
Carpenter Apprentice - Kitchen and Bath remodeling,,compensation:,contract,,2025-04-22T11:12:29-0400,"Vella Bath and Kitchen is hiring for a full-time Carpenter Apprentice to join our 5-star installation team! To be successful in this role you must have:  2 - 5 years experience in relevant industry  Experience in drywall, carpentry, cabinet installation, windows/doors, tile  Experience in electric/plumbing a plus  Valid driver's license and in good standing, will be delivering material to jobs  Strong communicator  Self-motivator About us: We are a family-owned company with over 55 years focusing on quality and integrity. We place the highest value on our employees and are committed to providing an outstanding product to our clients with every project. Why choose Vella?  Experienced-based competitive wages  40-hour work week  Paid holidays  PTO  401k/Match  Employee Incentives  and more Vella Bath & Kitchen, Inc is an Equal Opportunity Employer",senior,7844286177,,https://rochester.craigslist.org/trd/d/macedon-carpenter-apprentice-kitchen/7844286177.html
Hiring Bussers & Linecooks-Park Place Restaurant,,compensation:,contract,6025 State Route 96,2025-04-22T11:19:25-0400,"Looking for full-time bussers and line cooks, Monday-Friday. Little experience needed. Come in to apply or email the contact provided.",,7844288289,,https://rochester.craigslist.org/fbh/d/farmington-hiring-bussers-linecooks/7844288289.html
Retail Clerk/Cashier Part Time Job Opportunity - Eastridge Antiques,,compensation:,contract,1850 Ridge Road East near Brown Street,2025-04-22T11:19:49-0400,"We are hiring an individual for part time help at the Rochester branch in Irondequoit.  The individual must be dependable, friendly and energetic .  Heavy interaction with customers and antique dealers on a daily basis on the sales floor and at the cash register.  Position available immediately. •	Retail Clerk / Cashier •	Part Time including weekends •	Computer competent, social skills, great environment •	Immediate opening •	Ask for Paul or Fern 585-342-2828 •	Eastridge Antiques in Irondequoit Friendly, fun and easy-going environment.  Great for retirees, students or for someone who wants extra hours.",,7844288398, | 585-342-2828,https://rochester.craigslist.org/ret/d/rochester-retail-clerk-cashier-part/7844288398.html
Cook,,compensation:,contract,,2025-04-22T11:46:40-0400,Full time position for experienced cook for a busy restaurant- must have own transportation-available nights and weekends- please include a resume- pay rate 21-25 $ an hour,senior,7844296459,,https://rochester.craigslist.org/fbh/d/rochester-cook/7844296459.html
Package Handler - Part Time,Warehouse like,compensation:,contract,,2025-04-22T11:57:22-0400,,,7844299927,,https://rochester.craigslist.org/lab/d/farmington-package-handler-part-time/7844299927.html
Part time helper- alludante,,"{""datePosted"":""2025-04-22T16:12:21+0000"",""employmentType"":""PART_TIME"",""description"":""Looking for a helper , job is part time with possibility  of 40hrs, pay is cash.<br>\n Nesesito alludante , trabajo de 20- 30 horas a la semana, paga cash. 585-775-1260 text only\n"",""jobLocation"":{""@type"":""Place"",""address"":{""addressRegion"":""NY"",""postalCode"":""14626"",""@type"":""PostalAddress"",""addressCountry"":""US"",""addressLocality"":""Rochester"",""streetAddress"":""""},""geo"":{""latitude"":""43.212600"",""longitude"":""-77.704000"",""@type"":""GeoCoordinates""}},""@context"":""http://schema.org"",""title"":""Helper"",""hiringOrganization"":{""name"":""Eduardo Guzman"",""@type"":""Organization""},""@type"":""JobPosting"",""validThrough"":""2025-05-22""}",contract,,2025-04-22T12:12:21-0400,"Looking for a helper , job is part time with possibility  of 40hrs, pay is cash. Nesesito alludante , trabajo de 20- 30 horas a la semana, paga cash. 585-775-1260 text only",,7844305401, | 585-775-1260,https://rochester.craigslist.org/lab/d/rochester-part-time-helper-alludante/7844305401.html
Maintenance and Grounds Keeping Position,,compensation:,contract,3280 Fallbrook Park near Lakeshore Drive,2025-04-22T12:59:23-0400,"Canandaigua Country Club Canandaigua Country Club has a full-time seasonal position available for a maintenance/golf course worker. The position will involve time split between building maintenance, light cleaning, and golf course maintenance. This position is available immediately.  Interested candidate may apply in person at Canandaigua Country Club or by email.",,7844322987,,https://rochester.craigslist.org/lab/d/canandaigua-maintenance-and-grounds/7844322987.html
Local Box Truck Delivery Driver,Non CDL,compensation:,contract,20-22 Public Market,2025-04-22T13:33:33-0400,"Job description Flower City is a family owned company that has been delivering to local restaurants for over 40 years. You will be responsible for driving a 24 foot box truck (no CDL required) delivering food products to local restaurants. Local route. This is a working position, you will be loading and unloading product using pallet jacks and two wheelers.  This is a full time position will consider part time candidates as well. To Apply please include respond with a resume and a phone number along with ideal times for interviews (we prefer to interview Monday through Friday 10am-2pm) Applicant must Have experience driving box trucks or similar vehicles and a clean license (no CDL required) Pass a brief driving test including backing up to a loading dock Pass a drug test Be able to lift 50 lbs Paid training Wage discussed upon hire based on experience. Benefits: 401(k) matching Dental insurance Health insurance Paid time off Paid training Shift: 8 hour shift Day shift Work Days: Weekends as needed Application Question(s): Box truck: 2 years (Required) Work Location: In person",,7844334804,,https://rochester.craigslist.org/trp/d/rochester-local-box-truck-delivery/7844334804.html
Construction Inspectors - All Levels,,compensation:,contract,,2025-04-22T13:49:31-0400,"Our firm is working on several projects in eastern and western New York State. The following positions are open for qualified candidates to join our team: • Chief Construction Inspector - Qualified candidate should have a NICET IV certificate or a MS degree in Civil Engineering plus four years of construction inspection experience. • Construction Inspector, Level III - Qualified candidate should have a NICET III certificate or BS degree in Civil Engineering plus five years of construction inspection experience. • Construction Inspector, Level II - Qualified candidate should have a NICET II certificate or Associates degree in Civil Engineering with construction inspection experience. Salary: Negotiable All candidates must have a valid driver’s license and must have a work permit, citizenship, or green card to work in the United States. Please submit resumes which meet the above minimum qualifications for consideration.",,7844340272,,https://rochester.craigslist.org/egr/d/rochester-construction-inspectors-all/7844340272.html
Auto detailer/Driver/Lot maintenance,,compensation:,contract,771 Ridge Rd,2025-04-22T13:55:47-0400,"We are looking to hire an experienced detailer/driver/ lot maintenance person for our Webster location.  Pay based on experience, full time hours with paid time and 1/2 for overtime, we offer medical & Dental benefits    CALL ALLAN @ 315-576-2447     to schedule an interview. * Must have valid drivers license * Reliable transportation * Self motivation * Able to work outside in all weather conditions",senior,7844342488, | 315-576-2447,https://rochester.craigslist.org/lab/d/webster-auto-detailer-driver-lot/7844342488.html
Security & Fire Alarm Systems Technician,,compensation:,contract,1799 N. Clinton Ave,2025-04-22T14:30:48-0400,"Company Overview: Technical Systems Group Inc. specializes in providing state-of-the-art commercial security systems and solutions. With a dedicated team, we pride ourselves on delivering cutting-edge security technology and exceptional customer service. Position Overview: We are seeking a highly skilled and dedicated Security & Fire Alarm Systems Technician to maintain, repair, and replace security systems and related equipment at both prevailing wage job sites and customer locations. The technician will be responsible for ensuring customer satisfaction through effective collaboration, technical expertise, and adherence to relevant codes and standards. Key Responsibilities: •	Maintain, repair, or replace security systems, alarm devices, or related equipment following blueprints of electrical layouts and building plans, either remotely or on-site. •	Troubleshoot, diagnose, and resolve system problems and failures. •	Mount and fasten control panels, card readers, door and window contacts, sensors, or video cameras, and connect electrical, telephone, and network wiring to components. •	Collaborate with staff to execute customer proposals through installation and ongoing maintenance, ensuring continuous customer satisfaction. •	Work with manufacturer's technical support personnel. •	Test and repair circuits and sensors, following wiring and system specifications. •	Test backup batteries, keypad programming, sirens, and other security features to ensure proper functioning, diagnose malfunctions, and ensure communication with the monitoring station. •	Inspect installation sites and study work orders, building plans, and installation manuals to determine material requirements and installation procedures. •	Ensure that work complies with relevant codes and standard practices. •	Follow established operational procedures to ensure timely resolution or escalation of issues. •	Complete work order paperwork, expense reports, and other necessary paperwork in a timely manner. •	Communicate job status details, problems, potential issues, and other necessary information with the manager/supervisor. •	Act as a liaison for internal and external communications with departments as required. •	Interact with customers at a technical level when necessary. Physical Demands: •	Lift, carry, push, and/or pull up to 100 lbs. •	Perform repetitive motions, climb, balance, stoop, kneel, crouch, and/or crawl. •	Require specific vision abilities for close vision, distance vision, color vision, peripheral vision, depth perception, and focus adjustment. •	Safely drive a vehicle in vibration environments. Required Education and Experience: •	Certifications in Bosch, LenelS2, or other system software are preferred. •	OSHA 10 certification. •	Valid New York State driver’s license with a good driving record. •	Minimum of 3 years’ experience in the security services industry. •	Proven results in mentoring others within this field.",,7844354248,,https://rochester.craigslist.org/sec/d/rochester-security-fire-alarm-systems/7844354248.html
Drivers and Dispatchers,,compensation:,contract,1354 Buffalo Road near Howard Road,2025-04-22T14:56:53-0400,"Irie Transportation Associated LLC, a 24-hour, non-emergency medical transportation company in Rochester, NY, immediately needs drivers, including grave-yard-shift drivers and dispatchers. We offer full-time and flexible part-time hours, competitive wages, paid sick time compliant with NYS Labor Laws, and one week of paid vacation for full-time employees after one year. We also offer supplemental benefits for qualified employees. If interested, please call Irie Transportation Associated LLC at (585)797-5333. If you send an email, please include your name and contact information; someone will get back to you as soon as possible. We look forward to a long, committed, and productive partnership. Thank you!",,7844362688, | (585)797-5333,https://rochester.craigslist.org/trp/d/rochester-drivers-and-dispatchers/7844362688.html
Truck & Heavy Equipment Diesel Mechanic,,compensation:,contract,,2025-04-22T15:42:47-0400,"M. L. Caccamise Electric Corp. is a commercial / industrial electrical contracting company, serving the Heavy Highway electrical industry, including highway lighting and traffic signal construction needs since 1978, headquartered in Rochester, New York. We are looking for a self-starting and hard-working individual to fill the following position: TRUCK & HEAVY EQUIPMENT DIESEL MECHANIC •	Responsible for maintenance work on diesel trucks and equipment. •	Troubleshoot and repair mechanical and electrical components with computer code assessment. •	Occasional field repairs for equipment and / or trucks on various job sites. •	Steel fabrication and welding. •	Review, investigate and order required repair parts. •	Maintain a clean, organized shop/yard. Skills/Qualifications: •	Diesel repair and troubleshooting schooling and/or related experience. •	Sandblasting and equipment painting, a plus. •	High school or GED diploma. •	Ability to lift and carry up to 80 pounds. •	Have a clean NYS driver’s license, CDL A or B a plus. •	NYS Inspector's license, a plus •	Possess good organization and communication skills. •	Ability to perform all work functions required within the shop area or field, including but not limited to climbing, bending, lifting and twisting; being around loud noises and fumes; ability to sit or stand for extended periods of time. •	Ability to work efficiently without constant supervision. •	Adhere to and perform tasks according to company and OSHA safety guidelines. Benefits: •	Pay rate $30.00 - $35.00 per hour. •	Excellent corporate benefit plan, including 100% company-paid medical and dental insurance. •	Paid vacation and holidays. •	Group 401k plan and life insurance. •	Small business with a family-oriented work culture. M. L. Caccamise Electric Corp. is an equal opportunity employer.",,7844378680,,https://rochester.craigslist.org/lab/d/rochester-truck-heavy-equipment-diesel/7844378680.html
Water Filtration Installers Daily Work,,compensation:,contract,,2025-04-22T15:43:28-0400,"Subcontractors wanted! Install Home Water Filtration Systems, a fast-growing business. Earn big. Plumbing experience helpful. Must have reliable transportation and liability insurance. Reach out to NEVEN (585)749-0521 for an in-person interview! Join our install team today.",,7844378875, | (585)749-0521,https://rochester.craigslist.org/trd/d/rochester-water-filtration-installers/7844378875.html
